EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,EducationField,Education,DistanceFromHome,BusinessTravel,Over18,EmployeeCount,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Tenure_Band,NumCompaniesWorked
862,53,Female,Married,No,Business Development,Marketing & Communications,2,7,Occasional Travel,Y,1,35,5,2,0,4,3-5 yrs,7
1126,43,Female,Married,No,Product & Engineering,Biological Sciences,3,27,Frequent Travel,Y,1,18,8,7,0,1,6-10 yrs,8
351,42,Female,Divorced,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,10,9,6,7,8,6-10 yrs,0
32,53,Female,Divorced,No,Product & Engineering,General Studies,3,5,Occasional Travel,Y,1,26,14,13,4,8,10+ yrs,4
454,29,Male,Married,Yes,Product & Engineering,General Studies,4,8,Occasional Travel,Y,1,7,7,7,0,7,6-10 yrs,1
793,29,Female,Married,No,Product & Engineering,Medical Sciences,3,27,Occasional Travel,Y,1,11,8,7,1,1,6-10 yrs,4
61,37,Male,Married,No,Product & Engineering,Biological Sciences,2,19,Occasional Travel,Y,1,8,1,0,0,0,0-2 yrs,4
141,50,Female,Married,No,Product & Engineering,Biological Sciences,3,1,Frequent Travel,Y,1,28,8,3,0,7,6-10 yrs,3
469,29,Male,Married,No,Business Development,Biological Sciences,3,2,No Travel,Y,1,4,4,3,0,2,3-5 yrs,1
73,33,Female,Single,No,Product & Engineering,Biological Sciences,2,1,Frequent Travel,Y,1,15,15,14,8,12,10+ yrs,1
1074,55,Male,Single,No,Product & Engineering,Medical Sciences,1,2,No Travel,Y,1,31,9,7,6,2,6-10 yrs,7
296,51,Male,Married,No,Product & Engineering,Biological Sciences,4,8,Occasional Travel,Y,1,16,10,9,4,7,6-10 yrs,5
159,30,Male,Divorced,No,Product & Engineering,Biological Sciences,3,23,Frequent Travel,Y,1,10,10,7,0,9,6-10 yrs,1
1256,49,Male,Married,No,Product & Engineering,Medical Sciences,2,4,Occasional Travel,Y,1,23,1,0,0,0,0-2 yrs,2
987,47,Male,Divorced,No,Product & Engineering,Medical Sciences,4,16,Frequent Travel,Y,1,20,19,10,2,7,10+ yrs,1
95,31,Male,Single,No,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,1,1,1,1,0,0-2 yrs,1
1856,47,Female,Single,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,7,2,2,2,0,0-2 yrs,4
1308,58,Male,Divorced,No,Product & Engineering,Biological Sciences,4,23,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
58,41,Female,Married,Yes,Product & Engineering,Applied Technology,3,12,Occasional Travel,Y,1,23,22,15,15,8,10+ yrs,1
2054,29,Female,Single,No,Product & Engineering,Medical Sciences,4,28,Occasional Travel,Y,1,5,5,4,0,4,3-5 yrs,1
716,50,Male,Married,No,Product & Engineering,Medical Sciences,1,28,Occasional Travel,Y,1,20,20,8,3,8,10+ yrs,1
2010,32,Female,Single,No,Product & Engineering,Biological Sciences,4,29,Occasional Travel,Y,1,6,6,2,4,1,6-10 yrs,1
1608,44,Female,Divorced,No,Product & Engineering,Medical Sciences,3,7,Occasional Travel,Y,1,23,22,7,1,10,10+ yrs,0
1152,38,Male,Married,No,People Operations,HR Studies,3,1,Occasional Travel,Y,1,7,7,6,5,0,6-10 yrs,1
1053,26,Male,Married,Yes,Product & Engineering,Biological Sciences,3,2,Frequent Travel,Y,1,6,3,2,1,2,3-5 yrs,6
729,40,Male,Married,No,Business Development,Biological Sciences,4,5,Frequent Travel,Y,1,20,18,13,1,12,10+ yrs,5
834,45,Female,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
624,46,Female,Married,No,Product & Engineering,Medical Sciences,1,18,Frequent Travel,Y,1,28,2,2,1,2,0-2 yrs,5
1082,28,Male,Single,Yes,Product & Engineering,Applied Technology,2,24,No Travel,Y,1,10,10,7,1,9,6-10 yrs,1
1755,34,Male,Married,No,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,6,5,0,1,2,3-5 yrs,0
1034,55,Male,Married,No,Product & Engineering,Medical Sciences,4,18,Frequent Travel,Y,1,17,8,7,6,7,6-10 yrs,3
1269,19,Female,Single,No,Product & Engineering,Biological Sciences,3,25,Occasional Travel,Y,1,1,1,0,0,1,0-2 yrs,1
78,32,Male,Married,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,9,9,8,7,8,6-10 yrs,1
1449,40,Male,Divorced,No,Product & Engineering,General Studies,4,9,No Travel,Y,1,11,8,7,0,7,6-10 yrs,3
121,30,Female,Divorced,No,Business Development,Medical Sciences,2,4,Occasional Travel,Y,1,11,11,8,2,7,10+ yrs,1
926,22,Female,Married,Yes,Product & Engineering,Biological Sciences,1,3,Occasional Travel,Y,1,4,3,2,0,2,3-5 yrs,0
945,48,Male,Married,No,Product & Engineering,Medical Sciences,4,20,Occasional Travel,Y,1,13,0,0,0,0,0-2 yrs,4
264,45,Male,Married,No,Product & Engineering,Medical Sciences,2,2,No Travel,Y,1,22,20,8,11,8,10+ yrs,9
386,53,Male,Married,No,Product & Engineering,Medical Sciences,4,3,Occasional Travel,Y,1,21,5,3,1,3,3-5 yrs,3
481,36,Male,Married,No,Business Development,Medical Sciences,4,3,Frequent Travel,Y,1,16,13,9,1,12,10+ yrs,4
710,29,Male,Divorced,No,Product & Engineering,Biological Sciences,4,1,Frequent Travel,Y,1,10,10,7,2,8,6-10 yrs,1
1080,46,Female,Divorced,No,Product & Engineering,Biological Sciences,4,8,Occasional Travel,Y,1,19,16,13,1,7,10+ yrs,8
1025,41,Female,Single,No,Product & Engineering,Medical Sciences,2,7,Occasional Travel,Y,1,8,2,2,2,1,0-2 yrs,6
248,41,Female,Single,Yes,Business Development,Marketing & Communications,2,20,Occasional Travel,Y,1,4,4,3,0,2,3-5 yrs,1
1401,52,Female,Married,No,Product & Engineering,Medical Sciences,2,28,Frequent Travel,Y,1,24,5,3,0,2,3-5 yrs,2
145,51,Female,Single,No,Product & Engineering,Medical Sciences,4,1,Frequent Travel,Y,1,23,13,12,12,8,10+ yrs,3
55,26,Male,Single,Yes,Product & Engineering,Biological Sciences,3,25,Occasional Travel,Y,1,1,1,0,0,1,0-2 yrs,1
1556,36,Male,Single,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,7,3,2,1,2,3-5 yrs,3
282,38,Male,Married,Yes,Product & Engineering,Medical Sciences,1,29,Occasional Travel,Y,1,17,1,0,0,0,0-2 yrs,7
1613,31,Male,Single,No,Business Development,General Studies,4,2,Frequent Travel,Y,1,10,5,2,0,3,3-5 yrs,7
68,44,Female,Divorced,No,Business Development,Marketing & Communications,5,1,Occasional Travel,Y,1,9,4,3,1,3,3-5 yrs,5
747,30,Male,Divorced,No,Business Development,Marketing & Communications,5,27,Occasional Travel,Y,1,10,8,7,7,7,6-10 yrs,7
1331,31,Female,Single,Yes,Business Development,Biological Sciences,3,1,Frequent Travel,Y,1,3,3,2,2,2,3-5 yrs,1
1405,27,Female,Single,Yes,Product & Engineering,Biological Sciences,4,17,Occasional Travel,Y,1,8,8,2,7,7,6-10 yrs,1
1136,28,Male,Married,No,Product & Engineering,Biological Sciences,1,2,Occasional Travel,Y,1,6,5,3,0,4,3-5 yrs,0
1009,24,Female,Divorced,No,Product & Engineering,Medical Sciences,1,17,Occasional Travel,Y,1,5,4,2,3,2,3-5 yrs,1
249,50,Male,Married,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,5,3,2,0,2,3-5 yrs,2
182,39,Female,Married,No,Business Development,Biological Sciences,4,4,Occasional Travel,Y,1,17,15,11,5,9,10+ yrs,4
1298,30,Female,Single,No,Product & Engineering,Medical Sciences,2,9,No Travel,Y,1,10,8,4,1,7,6-10 yrs,7
104,30,Male,Married,No,Product & Engineering,Biological Sciences,1,1,Occasional Travel,Y,1,10,10,8,3,0,6-10 yrs,1
1669,29,Male,Divorced,No,Business Development,Medical Sciences,3,5,Occasional Travel,Y,1,10,10,0,0,9,6-10 yrs,1
140,59,Female,Married,No,People Operations,HR Studies,4,2,No Travel,Y,1,30,3,2,2,2,3-5 yrs,9
742,36,Female,Married,No,Product & Engineering,Biological Sciences,3,8,No Travel,Y,1,10,8,7,0,5,6-10 yrs,9
994,29,Female,Single,Yes,Product & Engineering,Biological Sciences,3,10,Occasional Travel,Y,1,3,0,0,0,0,0-2 yrs,6
648,30,Male,Married,Yes,Business Development,Biological Sciences,4,12,Frequent Travel,Y,1,1,1,0,0,0,0-2 yrs,1
226,50,Female,Single,No,Product & Engineering,Biological Sciences,3,11,Occasional Travel,Y,1,21,5,4,4,4,3-5 yrs,3
340,37,Female,Married,No,Product & Engineering,Medical Sciences,2,1,Occasional Travel,Y,1,17,3,1,0,2,3-5 yrs,2
421,38,Female,Married,No,Product & Engineering,Biological Sciences,2,25,Occasional Travel,Y,1,19,10,8,0,1,6-10 yrs,3
599,41,Male,Single,No,Business Development,Biological Sciences,2,10,No Travel,Y,1,16,14,3,1,10,10+ yrs,7
1762,29,Female,Divorced,No,Product & Engineering,Applied Technology,3,4,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
452,45,Male,Married,No,Product & Engineering,General Studies,4,8,Occasional Travel,Y,1,12,10,9,9,8,6-10 yrs,9
129,28,Male,Married,No,Business Development,Medical Sciences,3,4,No Travel,Y,1,5,5,4,0,4,3-5 yrs,1
1954,29,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,6,5,3,0,2,3-5 yrs,0
1109,42,Male,Married,No,Product & Engineering,Medical Sciences,2,2,Occasional Travel,Y,1,23,22,6,13,7,10+ yrs,0
1263,48,Male,Single,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,25,1,0,0,0,0-2 yrs,6
137,20,Female,Single,Yes,Product & Engineering,Biological Sciences,3,6,Frequent Travel,Y,1,1,1,0,1,0,0-2 yrs,1
581,31,Male,Divorced,No,Product & Engineering,Biological Sciences,1,9,Occasional Travel,Y,1,13,13,8,0,8,10+ yrs,1
1722,41,Male,Married,No,People Operations,HR Studies,3,4,No Travel,Y,1,10,3,2,1,2,3-5 yrs,6
1844,29,Male,Divorced,Yes,People Operations,HR Studies,3,13,Occasional Travel,Y,1,4,2,2,2,0,0-2 yrs,4
1171,42,Male,Single,No,Business Development,Marketing & Communications,4,4,Occasional Travel,Y,1,9,6,4,1,5,6-10 yrs,7
2045,36,Female,Married,No,Business Development,Marketing & Communications,4,11,Occasional Travel,Y,1,8,6,3,0,0,6-10 yrs,4
412,28,Male,Single,No,Product & Engineering,Medical Sciences,2,16,Occasional Travel,Y,1,9,8,3,0,7,6-10 yrs,0
1734,32,Male,Single,Yes,Business Development,Biological Sciences,2,1,Occasional Travel,Y,1,10,0,0,0,0,0-2 yrs,6
1682,36,Male,Married,No,Product & Engineering,Biological Sciences,4,26,Occasional Travel,Y,1,10,3,2,0,2,3-5 yrs,6
517,42,Female,Divorced,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,8,5,2,1,2,3-5 yrs,3
327,43,Female,Married,No,Business Development,Marketing & Communications,3,16,Occasional Travel,Y,1,22,17,13,1,9,10+ yrs,5
1710,36,Female,Single,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,17,13,7,6,7,10+ yrs,3
369,25,Male,Divorced,No,Product & Engineering,Biological Sciences,2,5,No Travel,Y,1,6,6,3,1,5,6-10 yrs,1
419,36,Female,Married,No,Product & Engineering,Biological Sciences,4,24,No Travel,Y,1,11,9,8,0,8,6-10 yrs,7
154,36,Female,Married,No,Business Development,Applied Technology,2,11,Frequent Travel,Y,1,10,9,7,2,8,6-10 yrs,0
1668,38,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Frequent Travel,Y,1,19,13,11,2,9,10+ yrs,7
939,33,Male,Single,No,Product & Engineering,General Studies,4,1,Occasional Travel,Y,1,6,3,2,0,2,3-5 yrs,3
341,45,Male,Married,No,Product & Engineering,Biological Sciences,4,7,Frequent Travel,Y,1,9,3,2,0,2,3-5 yrs,4
1898,27,Female,Single,No,Business Development,Medical Sciences,2,2,Occasional Travel,Y,1,9,8,7,0,7,6-10 yrs,0
1489,34,Female,Single,Yes,Business Development,Medical Sciences,4,24,Occasional Travel,Y,1,16,15,9,10,10,10+ yrs,0
94,29,Male,Married,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,6,5,4,0,4,3-5 yrs,0
125,32,Male,Single,No,Business Development,Medical Sciences,4,6,Occasional Travel,Y,1,12,11,8,5,7,10+ yrs,1
1124,46,Male,Married,No,Business Development,Marketing & Communications,1,3,Occasional Travel,Y,1,23,12,9,4,9,10+ yrs,3
42,39,Male,Married,Yes,Business Development,Applied Technology,3,5,Occasional Travel,Y,1,19,1,0,0,0,0-2 yrs,3
1523,44,Male,Married,No,Product & Engineering,Biological Sciences,3,28,Occasional Travel,Y,1,24,20,6,14,17,10+ yrs,3
601,40,Female,Single,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,22,20,6,5,13,10+ yrs,7
597,55,Female,Single,No,Business Development,Biological Sciences,5,18,Occasional Travel,Y,1,37,10,9,7,7,6-10 yrs,3
999,41,Male,Divorced,No,Product & Engineering,Medical Sciences,3,9,Frequent Travel,Y,1,21,18,16,0,11,10+ yrs,2
1188,43,Female,Single,Yes,Business Development,Marketing & Communications,3,9,Occasional Travel,Y,1,7,4,3,1,3,3-5 yrs,8
1583,38,Female,Single,No,Business Development,Biological Sciences,3,16,Occasional Travel,Y,1,8,3,2,1,2,3-5 yrs,2
1752,29,Female,Single,Yes,Business Development,Marketing & Communications,3,9,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1417,26,Male,Single,No,Product & Engineering,General Studies,3,7,Occasional Travel,Y,1,8,7,7,0,7,6-10 yrs,0
101,45,Male,Married,No,Product & Engineering,General Studies,4,6,Occasional Travel,Y,1,17,0,0,0,0,0-2 yrs,4
110,34,Male,Married,No,Product & Engineering,Medical Sciences,2,1,Occasional Travel,Y,1,5,5,2,1,3,3-5 yrs,1
1382,38,Male,Divorced,No,Product & Engineering,Biological Sciences,3,7,Frequent Travel,Y,1,4,4,2,0,3,3-5 yrs,1
106,55,Male,Married,No,Business Development,Biological Sciences,2,1,Occasional Travel,Y,1,24,1,0,1,0,0-2 yrs,3
614,18,Male,Single,Yes,Business Development,Marketing & Communications,3,5,Frequent Travel,Y,1,0,0,0,0,0,0-2 yrs,1
1628,40,Female,Married,No,Product & Engineering,Biological Sciences,3,15,Occasional Travel,Y,1,18,18,15,14,12,10+ yrs,1
942,35,Female,Married,No,Product & Engineering,Biological Sciences,1,21,Occasional Travel,Y,1,10,10,6,0,7,6-10 yrs,1
1315,28,Female,Married,No,Product & Engineering,Biological Sciences,3,1,No Travel,Y,1,10,9,8,7,5,6-10 yrs,0
1680,20,Male,Single,No,Business Development,Biological Sciences,1,9,Occasional Travel,Y,1,2,2,2,0,2,0-2 yrs,1
584,33,Male,Divorced,Yes,Product & Engineering,Medical Sciences,1,10,Occasional Travel,Y,1,8,4,3,1,3,3-5 yrs,7
895,31,Male,Married,No,Product & Engineering,Biological Sciences,4,11,Occasional Travel,Y,1,8,6,4,0,2,6-10 yrs,3
1092,40,Male,Married,No,Product & Engineering,Applied Technology,4,20,Occasional Travel,Y,1,14,11,10,11,1,10+ yrs,4
1215,50,Female,Married,No,Product & Engineering,Medical Sciences,3,2,Frequent Travel,Y,1,32,2,2,2,2,0-2 yrs,2
1648,27,Male,Single,No,Product & Engineering,Medical Sciences,3,2,Frequent Travel,Y,1,6,4,2,1,2,3-5 yrs,2
536,28,Male,Divorced,No,Product & Engineering,Medical Sciences,2,17,Occasional Travel,Y,1,10,10,0,1,8,6-10 yrs,1
1790,36,Male,Married,No,Product & Engineering,Biological Sciences,3,10,Occasional Travel,Y,1,15,12,8,5,7,10+ yrs,7
1472,53,Male,Single,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,35,9,8,8,8,6-10 yrs,4
1803,42,Male,Married,No,Product & Engineering,Medical Sciences,3,13,Occasional Travel,Y,1,10,0,0,0,0,0-2 yrs,5
139,37,Male,Divorced,No,Product & Engineering,Biological Sciences,2,2,No Travel,Y,1,17,1,0,0,0,0-2 yrs,5
843,43,Male,Married,No,Product & Engineering,Biological Sciences,2,14,Occasional Travel,Y,1,22,4,1,1,0,3-5 yrs,6
1270,23,Male,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,1,1,0,0,1,0-2 yrs,1
1409,52,Female,Married,No,Product & Engineering,General Studies,4,8,Occasional Travel,Y,1,12,5,4,0,4,3-5 yrs,9
1249,29,Female,Divorced,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,3,3,2,1,2,3-5 yrs,1
80,50,Female,Divorced,No,Product & Engineering,Medical Sciences,2,7,Occasional Travel,Y,1,29,27,3,13,8,10+ yrs,5
387,42,Male,Married,No,Business Development,Biological Sciences,1,1,Occasional Travel,Y,1,20,20,16,11,6,10+ yrs,1
2068,34,Male,Married,No,Product & Engineering,Medical Sciences,3,8,Occasional Travel,Y,1,6,4,3,1,2,3-5 yrs,2
330,32,Female,Married,No,Business Development,Biological Sciences,2,4,Occasional Travel,Y,1,6,4,3,1,2,3-5 yrs,2
307,38,Male,Divorced,No,Business Development,Biological Sciences,3,3,Occasional Travel,Y,1,17,16,10,5,13,10+ yrs,0
197,30,Female,Divorced,No,Product & Engineering,Applied Technology,3,5,Occasional Travel,Y,1,8,3,2,2,2,3-5 yrs,5
1935,56,Female,Married,No,Business Development,Marketing & Communications,5,11,Occasional Travel,Y,1,6,0,0,0,0,0-2 yrs,4
497,27,Male,Divorced,No,Product & Engineering,Medical Sciences,2,1,Occasional Travel,Y,1,5,5,2,0,4,3-5 yrs,1
155,36,Female,Divorced,No,Product & Engineering,Biological Sciences,2,3,Occasional Travel,Y,1,7,1,0,0,0,0-2 yrs,5
1802,40,Female,Married,No,Product & Engineering,Biological Sciences,2,2,Occasional Travel,Y,1,7,4,3,0,2,3-5 yrs,4
342,37,Male,Divorced,Yes,Product & Engineering,Medical Sciences,3,10,Frequent Travel,Y,1,17,1,0,0,0,0-2 yrs,6
1994,33,Male,Divorced,No,Product & Engineering,Medical Sciences,2,1,No Travel,Y,1,1,1,1,0,0,0-2 yrs,1
13,36,Male,Married,No,Product & Engineering,Medical Sciences,3,27,Occasional Travel,Y,1,17,7,7,7,7,6-10 yrs,6
602,39,Female,Married,No,Product & Engineering,Biological Sciences,1,8,Frequent Travel,Y,1,8,8,3,0,7,6-10 yrs,1
990,36,Male,Divorced,No,Business Development,Applied Technology,4,8,No Travel,Y,1,12,7,7,0,7,6-10 yrs,4
350,25,Female,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,5,4,2,1,2,3-5 yrs,0
823,36,Female,Married,No,Product & Engineering,General Studies,3,1,Occasional Travel,Y,1,10,9,7,0,5,6-10 yrs,0
518,37,Male,Single,No,Product & Engineering,Biological Sciences,4,10,Occasional Travel,Y,1,18,1,0,0,1,0-2 yrs,2
1282,51,Male,Divorced,No,Business Development,Biological Sciences,3,9,Frequent Travel,Y,1,31,29,10,11,10,10+ yrs,4
1655,49,Female,Married,No,Product & Engineering,General Studies,4,22,Occasional Travel,Y,1,27,4,2,1,2,3-5 yrs,3
771,35,Female,Divorced,No,Product & Engineering,Biological Sciences,4,2,No Travel,Y,1,16,1,0,0,0,0-2 yrs,2
1767,43,Male,Married,Yes,Product & Engineering,Applied Technology,3,17,Frequent Travel,Y,1,6,1,0,0,0,0-2 yrs,9
1114,33,Female,Married,No,Business Development,Biological Sciences,3,7,Frequent Travel,Y,1,4,3,2,0,2,3-5 yrs,0
618,26,Male,Divorced,No,Business Development,Medical Sciences,2,29,Occasional Travel,Y,1,8,0,0,0,0,0-2 yrs,5
1007,46,Male,Divorced,No,Product & Engineering,Medical Sciences,2,7,Occasional Travel,Y,1,13,8,7,0,7,6-10 yrs,6
1907,56,Male,Single,Yes,Product & Engineering,Biological Sciences,2,24,Occasional Travel,Y,1,5,4,2,1,0,3-5 yrs,1
195,32,Male,Divorced,No,Business Development,Medical Sciences,2,9,Frequent Travel,Y,1,9,8,7,0,7,6-10 yrs,0
680,30,Female,Divorced,No,Product & Engineering,Medical Sciences,3,3,Frequent Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1562,30,Male,Married,Yes,Business Development,Biological Sciences,3,1,Occasional Travel,Y,1,10,10,8,6,7,6-10 yrs,1
1027,27,Female,Married,No,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,4,3,2,2,2,3-5 yrs,0
1911,42,Male,Married,No,Product & Engineering,Medical Sciences,3,6,Occasional Travel,Y,1,18,13,7,5,7,10+ yrs,9
1016,20,Female,Single,Yes,Product & Engineering,Medical Sciences,3,11,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
738,50,Male,Married,No,Business Development,Marketing & Communications,4,8,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,7
243,19,Male,Single,Yes,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,1,1,0,1,0,0-2 yrs,1
1996,31,Male,Married,No,Business Development,Biological Sciences,2,2,Occasional Travel,Y,1,3,2,2,1,2,0-2 yrs,0
974,29,Female,Married,No,Business Development,Applied Technology,3,20,Frequent Travel,Y,1,3,3,1,0,2,3-5 yrs,1
1860,42,Male,Single,No,Product & Engineering,Biological Sciences,3,8,Occasional Travel,Y,1,8,0,0,0,0,0-2 yrs,4
1880,36,Female,Married,No,Business Development,Applied Technology,4,10,Occasional Travel,Y,1,10,10,9,1,7,6-10 yrs,1
1167,42,Male,Single,Yes,Business Development,Biological Sciences,3,12,Frequent Travel,Y,1,22,21,9,13,14,10+ yrs,0
1204,46,Female,Married,No,Business Development,Marketing & Communications,3,2,Occasional Travel,Y,1,28,26,15,15,9,10+ yrs,8
2056,39,Female,Married,No,Business Development,Marketing & Communications,1,24,Occasional Travel,Y,1,21,20,9,9,6,10+ yrs,0
11,30,Male,Divorced,No,Product & Engineering,Biological Sciences,1,24,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1435,36,Male,Single,No,Product & Engineering,Biological Sciences,4,4,Occasional Travel,Y,1,10,10,4,1,8,6-10 yrs,1
927,41,Female,Divorced,Yes,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,10,7,7,1,0,6-10 yrs,4
1605,22,Female,Married,No,Product & Engineering,General Studies,2,26,No Travel,Y,1,4,4,2,1,3,3-5 yrs,1
478,21,Female,Single,Yes,Business Development,Applied Technology,1,1,Frequent Travel,Y,1,3,3,2,1,2,3-5 yrs,1
1085,41,Female,Married,No,Product & Engineering,Applied Technology,2,7,Occasional Travel,Y,1,10,10,6,0,8,6-10 yrs,1
1564,35,Male,Single,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,3,3,0,1,2,3-5 yrs,1
447,47,Male,Married,No,Product & Engineering,Biological Sciences,5,5,Occasional Travel,Y,1,21,3,2,1,1,3-5 yrs,4
1460,45,Male,Divorced,No,Product & Engineering,Medical Sciences,3,20,Occasional Travel,Y,1,24,7,7,0,7,6-10 yrs,2
1590,29,Male,Divorced,No,Product & Engineering,Biological Sciences,1,2,Frequent Travel,Y,1,6,6,4,1,3,6-10 yrs,1
2060,26,Female,Single,No,Business Development,General Studies,3,5,Occasional Travel,Y,1,5,4,2,0,0,3-5 yrs,0
353,51,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1932,34,Male,Married,No,Product & Engineering,General Studies,4,22,Frequent Travel,Y,1,16,15,10,6,11,10+ yrs,1
496,35,Male,Single,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,10,1,1,0,0,0-2 yrs,9
1534,40,Male,Single,Yes,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,15,5,4,1,0,3-5 yrs,3
1242,42,Female,Married,No,Product & Engineering,Medical Sciences,5,26,Frequent Travel,Y,1,20,1,0,0,0,0-2 yrs,3
193,38,Female,Single,No,Product & Engineering,Applied Technology,5,3,Occasional Travel,Y,1,19,3,2,2,2,3-5 yrs,3
720,24,Female,Single,Yes,Business Development,Biological Sciences,2,3,Occasional Travel,Y,1,4,2,2,2,0,0-2 yrs,9
1588,39,Male,Married,No,Business Development,Medical Sciences,3,6,Occasional Travel,Y,1,11,7,6,7,6,6-10 yrs,2
1361,40,Male,Married,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,7,4,2,0,3,3-5 yrs,3
1553,45,Male,Divorced,No,Product & Engineering,Applied Technology,4,1,Occasional Travel,Y,1,10,10,8,7,7,6-10 yrs,1
2051,40,Female,Married,No,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,20,5,3,0,2,3-5 yrs,2
590,34,Female,Divorced,Yes,People Operations,HR Studies,3,23,Frequent Travel,Y,1,11,3,2,0,2,3-5 yrs,9
727,32,Female,Single,No,Product & Engineering,Biological Sciences,2,3,Occasional Travel,Y,1,10,7,7,7,7,6-10 yrs,3
1656,50,Female,Divorced,No,Product & Engineering,Biological Sciences,5,17,Occasional Travel,Y,1,19,14,11,1,11,10+ yrs,5
311,37,Male,Divorced,No,Business Development,Marketing & Communications,4,4,Frequent Travel,Y,1,13,9,8,5,8,6-10 yrs,4
1421,29,Female,Single,Yes,Product & Engineering,General Studies,1,14,Frequent Travel,Y,1,9,8,7,7,7,6-10 yrs,0
314,35,Female,Single,No,Business Development,Marketing & Communications,3,1,Frequent Travel,Y,1,10,10,7,0,8,6-10 yrs,1
1833,31,Female,Married,No,Business Development,Marketing & Communications,4,7,Frequent Travel,Y,1,9,3,2,2,2,3-5 yrs,2
1782,38,Female,Married,No,Product & Engineering,General Studies,2,6,Occasional Travel,Y,1,5,5,4,0,4,3-5 yrs,1
293,27,Female,Single,No,Business Development,Biological Sciences,3,20,Frequent Travel,Y,1,7,7,7,0,7,6-10 yrs,1
103,46,Male,Divorced,No,People Operations,Medical Sciences,2,5,Occasional Travel,Y,1,16,4,2,0,2,3-5 yrs,8
200,41,Male,Married,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,7,5,0,1,4,3-5 yrs,2
1128,40,Male,Single,No,Product & Engineering,Medical Sciences,3,14,Occasional Travel,Y,1,21,20,7,4,9,10+ yrs,1
1211,30,Male,Divorced,No,Business Development,Biological Sciences,4,29,Occasional Travel,Y,1,8,4,3,0,3,3-5 yrs,8
1224,30,Male,Divorced,No,Product & Engineering,Biological Sciences,4,7,Occasional Travel,Y,1,10,10,7,8,9,6-10 yrs,1
934,34,Male,Divorced,No,Product & Engineering,Biological Sciences,3,10,Occasional Travel,Y,1,1,1,0,1,0,0-2 yrs,1
1598,40,Female,Married,No,Business Development,Biological Sciences,2,14,Occasional Travel,Y,1,5,5,4,1,2,3-5 yrs,1
766,29,Male,Divorced,No,Business Development,Marketing & Communications,3,10,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1217,46,Male,Married,No,Product & Engineering,Biological Sciences,2,15,Occasional Travel,Y,1,25,4,2,0,3,3-5 yrs,5
176,41,Male,Divorced,No,Business Development,Biological Sciences,1,9,Occasional Travel,Y,1,12,9,7,0,7,6-10 yrs,3
1929,39,Female,Married,No,Business Development,Biological Sciences,4,21,No Travel,Y,1,10,3,2,1,2,3-5 yrs,6
1143,29,Female,Divorced,No,Product & Engineering,Biological Sciences,3,10,Frequent Travel,Y,1,8,7,5,1,1,6-10 yrs,0
