EmployeeNumber,JobRole,JobLevel,OverTime,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear
659,Client Relations Executive,2,No,622,81,5718,4089,13,80,2,4
1865,HR Specialist,1,No,352,87,15434,2804,11,80,0,3
1649,Lab Analyst,1,Yes,1329,73,3339,2166,14,80,0,3
198,Lab Analyst,1,No,1427,35,11162,2720,13,80,0,3
533,Business Development Associate,2,No,1082,83,19558,6577,11,80,0,6
1334,Department Manager,4,Yes,495,37,26582,17861,13,80,0,3
1943,Business Development Associate,2,Yes,419,77,2900,5087,12,80,2,4
916,Business Development Associate,2,No,821,98,24252,4908,14,80,0,3
622,Lab Analyst,1,Yes,471,66,23213,2340,18,80,0,3
253,Department Manager,5,No,989,46,6499,19033,14,80,1,2
1617,Lab Analyst,1,No,722,84,22102,3211,14,80,1,3
1718,Lab Analyst,1,No,390,62,6217,2305,15,80,3,3
842,Business Development Associate,2,No,436,37,21519,5160,16,80,0,3
194,Product Research Analyst,1,No,438,75,23910,2632,14,80,0,4
1040,Business Development Associate,2,No,145,95,24920,6347,12,80,1,3
1380,Business Development Associate,2,Yes,662,67,23288,4614,18,80,1,0
270,Operations Director,2,No,926,36,16439,5265,16,80,1,5
1238,Product Research Analyst,1,No,117,60,6311,2781,13,80,1,5
385,Product Research Lead,5,No,797,96,15815,19144,14,80,2,4
401,Business Development Associate,2,Yes,950,48,8450,5828,12,80,0,0
2027,Product Research Analyst,1,Yes,1092,36,26124,4787,14,80,3,3
531,Department Manager,5,Yes,1218,52,8213,19197,14,80,1,3
161,Product Research Analyst,1,Yes,441,72,4510,4963,18,80,3,2
1694,Product Research Analyst,1,No,1441,94,23737,3537,12,80,1,1
277,Product Research Analyst,1,Yes,878,43,5972,3815,17,80,1,4
1164,HR Specialist,1,No,528,100,7108,4323,17,80,0,2
338,Product Research Analyst,1,No,832,63,14776,2911,13,80,1,2
1967,Business Development Associate,2,Yes,754,63,21075,5617,11,80,0,4
1947,Product Research Analyst,1,No,1103,49,2122,2144,14,80,0,3
1624,Business Development Executive,1,Yes,544,70,18420,1569,12,80,0,2
513,Business Development Associate,3,No,164,61,3809,7596,13,80,2,2
1816,Operations Director,3,No,1092,64,2739,9667,14,80,0,3
1195,Product Research Analyst,1,Yes,1457,83,20100,4477,19,80,1,2
303,Business Development Associate,2,No,1147,52,17011,5940,14,80,1,4
889,Business Development Associate,2,No,379,48,8891,6524,14,80,1,3
2,Product Research Analyst,2,No,279,61,24907,5130,23,80,1,3
148,Department Manager,4,Yes,142,30,13871,17328,12,80,0,3
975,Business Development Associate,2,No,1219,86,6179,4601,16,80,0,3
1974,Lab Analyst,1,Yes,1276,59,17536,1129,11,80,3,4
1329,Business Development Associate,2,No,256,40,22074,6151,13,80,0,4
1809,Operations Director,2,No,370,58,4992,4213,15,80,0,4
1862,Business Development Associate,2,Yes,414,82,26186,9907,12,80,0,3
591,Lab Analyst,1,No,1474,97,9260,2093,17,80,1,4
1604,Lab Analyst,1,Yes,329,51,7324,2408,17,80,3,3
1760,Lab Analyst,1,No,594,75,15963,2468,14,80,1,4
923,Product Research Analyst,1,No,1427,65,8870,2693,19,80,0,3
1886,Operations Director,2,Yes,219,44,25388,4788,11,80,0,2
1761,Business Development Associate,3,No,1079,70,19002,8161,13,80,3,2
1829,Client Relations Executive,2,No,750,47,10748,4448,12,80,1,3
433,Product Research Analyst,2,No,723,85,17747,4941,15,80,0,3
900,Business Development Executive,1,No,1231,54,21222,2973,15,80,1,3
991,Product Research Analyst,1,Yes,335,46,10322,2321,22,80,0,0
1798,Product Research Analyst,1,No,867,90,6076,3143,19,80,1,1
1368,Lab Analyst,1,No,1124,97,19305,1611,15,80,0,5
867,Operations Director,4,No,890,81,19028,13826,22,80,0,3
875,Product Research Analyst,1,Yes,1271,35,9068,2515,14,80,0,2
1751,Product Research Analyst,1,No,1054,67,6152,3445,11,80,0,5
2017,Product Research Lead,3,Yes,161,42,15471,13744,25,80,1,2
1757,Business Development Associate,2,No,1313,80,8191,4507,12,80,0,1
1909,Business Development Associate,2,No,337,54,26841,4393,21,80,1,3
1105,Business Development Associate,2,Yes,309,88,24223,6694,14,80,3,5
896,Business Development Executive,1,Yes,341,48,23522,2800,19,80,3,3
1427,Business Development Executive,1,No,667,50,16154,1359,12,80,0,3
769,Lab Analyst,2,No,346,86,10919,2450,17,80,0,4
950,Product Research Lead,3,No,1333,80,16292,13582,13,80,1,3
802,Product Research Analyst,1,Yes,571,82,19905,2782,13,80,2,3
1568,Business Development Associate,3,No,1288,33,17799,9250,12,80,1,3
1772,Lab Analyst,1,No,548,94,20520,2289,20,80,2,2
1664,Client Relations Executive,2,No,1040,79,26308,6842,20,80,1,3
717,Client Relations Executive,3,No,1442,46,17654,8621,14,80,0,3
1492,Business Development Executive,1,No,660,76,16192,2404,13,80,1,3
741,Product Research Analyst,1,Yes,654,67,3872,2216,13,80,0,4
1676,Department Manager,4,No,1225,47,21086,15972,14,80,3,2
1037,Business Development Associate,2,No,265,79,21813,4969,18,80,0,6
1915,Business Development Associate,2,Yes,735,75,16495,8103,12,80,0,3
653,Business Development Associate,2,No,525,66,6219,5460,22,80,2,4
126,Product Research Lead,3,No,1217,60,24001,13549,12,80,1,5
1438,Product Research Analyst,1,No,465,74,10205,3420,12,80,1,2
781,Business Development Associate,2,No,883,32,22807,6180,23,80,0,5
1770,Product Research Lead,5,No,478,60,19805,19038,12,80,3,2
1030,Lab Analyst,1,No,804,64,20165,2380,18,80,0,5
1207,HR Specialist,1,No,147,99,8429,3600,13,80,1,2
1246,Product Research Analyst,1,No,1117,72,19982,2011,13,80,1,5
1466,Business Development Associate,2,No,1221,96,24795,5486,11,80,3,3
284,Product Research Analyst,1,Yes,1136,60,12392,2328,16,80,1,2
522,Product Research Lead,5,No,821,86,8509,19406,11,80,1,4
1103,Client Relations Executive,2,No,618,45,22266,7756,17,80,0,1
1218,Business Development Associate,2,Yes,1361,94,21026,8966,15,80,3,2
527,Business Development Associate,2,Yes,891,99,12090,4487,11,80,0,3
1061,Product Research Lead,5,Yes,1464,62,12853,19237,11,80,1,2
1893,Product Research Analyst,1,Yes,482,90,14908,2933,13,80,1,3
1739,Business Development Associate,3,No,371,80,3840,9610,13,80,1,2
1448,Product Research Analyst,1,Yes,1283,90,5561,2127,12,80,0,5
893,Business Development Executive,1,No,395,98,12102,2899,19,80,1,3
846,Business Development Associate,2,Yes,760,81,3698,4779,20,80,0,2
1349,Business Development Associate,2,No,1018,66,4297,4103,17,80,1,2
1010,Lab Analyst,1,Yes,622,39,10074,3743,24,80,1,2
952,Business Development Executive,1,Yes,867,36,18798,2413,18,80,3,2
131,Business Development Associate,4,No,682,37,24409,13872,13,80,0,1
1116,Department Manager,4,No,1262,35,16154,16885,22,80,0,3
543,Operations Director,3,Yes,319,39,19609,7969,14,80,0,4
682,Business Development Associate,2,No,238,34,7507,8381,20,80,0,2
1509,Lab Analyst,2,No,271,43,23070,4789,25,80,1,3
1486,Business Development Executive,1,No,1496,92,15747,2909,15,80,1,3
1296,Lab Analyst,1,Yes,193,52,14222,3867,12,80,1,2
1081,Product Research Analyst,1,Yes,1323,34,10332,2461,12,80,3,2
274,Operations Director,2,No,472,60,9679,4298,19,80,1,1
177,HR Specialist,1,No,1355,61,8916,2942,23,80,1,3
1481,Business Development Associate,2,No,383,79,9282,4768,12,80,1,4
53,Lab Analyst,1,No,464,75,10910,1951,12,80,1,3
1434,Lab Analyst,1,No,1377,91,7679,2099,14,80,0,3
316,Lab Analyst,1,No,1323,89,3300,3212,15,80,0,3
502,Business Development Associate,2,Yes,1362,67,4652,5304,13,80,0,3
394,Lab Analyst,1,Yes,1449,45,14180,2373,13,80,1,2
560,Product Research Analyst,1,No,1349,90,3032,2886,22,80,2,3
521,Lab Analyst,2,No,555,78,13436,3448,22,80,1,3
820,Department Manager,4,Yes,202,33,12982,16752,11,80,1,3
1639,Business Development Associate,3,No,737,55,21530,10306,17,80,0,3
1539,Product Research Lead,4,Yes,333,88,24450,14411,13,80,0,2
899,Operations Director,3,No,672,78,9129,10903,16,80,0,2
1623,Product Research Analyst,1,No,546,97,26009,3117,18,80,0,2
1931,Product Research Analyst,1,No,1354,41,6073,2226,11,80,1,3
712,Business Development Associate,2,No,817,56,18597,8120,12,80,0,3
83,Client Relations Executive,3,No,1223,59,8202,10096,13,80,3,2
19,Lab Analyst,1,Yes,103,50,12947,2028,14,80,0,4
1659,Lab Analyst,1,No,311,77,10950,2013,11,80,0,4
1499,HR Specialist,1,No,330,46,15428,2064,21,80,1,3
664,Department Manager,4,No,1236,40,17997,15402,11,80,1,3
505,Department Manager,4,Yes,1311,97,23258,16659,13,80,0,2
254,Product Research Lead,5,No,692,61,13339,18722,11,80,0,3
1055,Business Development Executive,1,Yes,1333,87,18410,2220,19,80,1,2
299,Business Development Associate,2,No,334,52,22967,6696,15,80,0,5
1100,Business Development Associate,3,Yes,1204,86,10333,9582,22,80,0,2
1520,Department Manager,4,No,1050,87,24456,16032,20,80,1,2
1231,HR Specialist,2,No,179,79,12858,6272,16,80,1,3
455,Lab Analyst,1,No,738,30,7621,3983,17,80,0,2
1003,Business Development Associate,2,Yes,955,83,8571,4163,17,80,0,0
404,Business Development Associate,4,No,555,77,14864,13525,14,80,1,2
1433,Product Research Analyst,1,No,202,34,22262,1261,12,80,0,3
1786,Department Manager,3,No,942,53,22984,13116,11,80,0,2
612,Product Research Lead,4,No,922,95,22578,16184,19,80,1,2
2062,Client Relations Executive,3,No,613,42,21457,9991,15,80,1,5
1131,Product Research Analyst,1,Yes,984,70,25326,2070,11,80,0,6
373,Lab Analyst,1,No,1403,47,20251,3210,11,80,1,4
1402,Product Research Analyst,2,Yes,930,73,20003,4081,14,80,0,3
275,Operations Director,2,Yes,1002,92,23793,6804,15,80,2,0
218,Product Research Analyst,1,No,691,57,5970,2024,18,80,1,1
1014,Client Relations Executive,3,Yes,583,57,6975,10388,11,80,1,3
532,Business Development Associate,4,No,906,86,18256,13212,11,80,3,0
982,Business Development Associate,3,No,231,62,9977,7264,11,80,1,2
1595,Department Manager,5,No,1059,93,26362,19613,22,80,0,2
784,Product Research Analyst,1,No,310,79,19630,3505,18,80,0,3
1439,Business Development Executive,1,No,383,68,15182,4400,12,80,0,2
1445,Business Development Associate,2,Yes,1476,42,15211,4162,12,80,2,3
1558,Product Research Analyst,1,No,598,91,22376,2451,18,80,2,2
283,Business Development Associate,3,No,121,35,24525,7639,22,80,3,3
45,Product Research Analyst,1,Yes,813,61,3020,2293,16,80,1,2
1076,Business Development Associate,3,No,415,79,5268,10798,13,80,1,5
691,Product Research Analyst,2,No,1017,82,19368,6646,13,80,0,3
2035,Business Development Associate,2,No,704,95,8978,6712,21,80,2,2
1960,Lab Analyst,1,No,1404,32,18779,2367,12,80,1,2
120,Business Development Associate,2,Yes,632,71,8423,5441,22,80,0,2
1924,Business Development Associate,2,No,217,43,10410,5487,14,80,0,2
1254,Business Development Associate,2,No,326,48,16490,5171,17,80,0,2
783,Business Development Executive,2,No,954,46,12388,6632,13,80,0,3
1933,Business Development Associate,2,Yes,1475,84,23352,9854,11,80,0,0
1077,Business Development Executive,1,Yes,769,54,17205,2323,14,80,0,3
333,Business Development Associate,2,No,976,100,12069,4465,18,80,0,2
18,Lab Analyst,1,No,1346,93,8758,2661,11,80,1,2
430,Lab Analyst,1,No,185,33,10675,2455,19,80,0,5
830,Operations Director,2,No,859,98,19124,6162,12,80,1,3
516,Business Development Associate,2,No,759,46,22553,5715,12,80,2,5
1818,HR Specialist,1,Yes,920,69,6889,2148,11,80,0,3
227,Product Research Analyst,1,No,465,56,4609,2451,12,80,1,2
1172,Lab Analyst,1,No,982,58,16340,2258,12,80,1,2
26,Operations Director,2,No,673,96,8232,4011,18,80,1,5
897,Business Development Associate,4,No,868,73,22789,11836,14,80,1,3
1625,Department Manager,5,No,1176,98,5220,19658,11,80,1,2
1160,Lab Analyst,1,No,874,72,6233,2610,12,80,1,5
1774,Business Development Associate,2,Yes,1375,87,12313,4001,14,80,1,3
780,Product Research Analyst,1,Yes,527,63,5207,2686,13,80,0,2
2016,Business Development Associate,3,No,801,48,24032,10422,19,80,2,3
957,Lab Analyst,1,Yes,263,59,3119,4721,13,80,0,3
1340,Product Research Analyst,1,No,458,74,8532,3544,16,80,1,0
258,Client Relations Executive,4,No,313,98,7192,13734,18,80,0,6
1372,Business Development Associate,4,Yes,267,85,9277,13695,17,80,0,2
976,Department Manager,4,No,1053,70,13829,17099,15,80,1,2
698,HR Specialist,3,No,397,88,6729,10725,15,80,1,1
1533,Lab Analyst,2,No,507,97,24812,2272,14,80,0,2
639,Product Research Analyst,1,Yes,691,89,21630,2725,11,80,2,3
1198,Lab Analyst,1,No,805,87,12828,3033,12,80,0,2
1036,Business Development Associate,2,Yes,1035,42,4981,6861,12,80,0,1
346,Product Research Analyst,1,No,665,60,22673,2340,19,80,0,1
27,Business Development Executive,1,No,1218,82,6986,3407,23,80,0,4
1875,Business Development Executive,1,No,1172,78,3692,2856,19,80,1,3
616,Client Relations Executive,2,Yes,509,62,2112,6811,17,80,0,3
1665,Department Manager,4,No,584,91,18685,17426,25,80,1,6
381,Department Manager,3,No,1315,71,19100,11996,18,80,1,6
1336,Department Manager,5,No,282,58,6992,19187,14,80,1,5
1704,Product Research Analyst,1,Yes,146,79,13970,4930,14,80,0,2
514,Product Research Analyst,1,Yes,464,40,3427,2285,23,80,0,4
1117,Business Development Associate,2,No,1050,65,17970,5593,13,80,1,2
2022,Department Manager,5,No,105,87,15302,19431,13,80,0,3
463,Business Development Associate,2,Yes,144,39,11866,8268,14,80,2,2
1068,Product Research Analyst,1,No,921,66,25265,2007,13,80,2,5
1868,Product Research Analyst,1,Yes,459,73,14753,2439,24,80,0,3
171,Product Research Analyst,1,No,957,72,16090,4739,12,80,0,2
1219,Lab Analyst,1,No,984,97,3372,2210,13,80,1,3
1587,Client Relations Executive,2,Yes,670,51,4223,6142,16,80,0,4
1968,Business Development Associate,3,Yes,1168,66,5843,10448,13,80,0,2
116,Lab Analyst,1,No,432,96,18725,2075,23,80,2,4
448,Lab Analyst,2,No,559,82,6227,5257,11,80,1,3
1735,Lab Analyst,1,No,160,51,12862,3295,13,80,0,3
625,Department Manager,4,No,1276,91,5626,16595,16,80,1,2
160,Business Development Associate,2,No,750,95,15480,6146,13,80,1,2
1473,Client Relations Executive,2,No,1495,96,21534,6651,14,80,1,0
1549,Lab Analyst,2,Yes,589,79,22949,5207,12,80,1,3
1596,Lab Analyst,2,No,750,46,25348,3407,17,80,2,3
1814,Client Relations Executive,2,No,447,85,15530,6870,12,80,0,3
1203,Product Research Analyst,1,Yes,1256,48,4223,2853,11,80,1,5
2053,Lab Analyst,2,Yes,1378,46,23679,4025,13,80,1,2
1591,Department Manager,5,Yes,264,59,19519,19331,16,80,1,2
